title,date,content
크기도 크고 내부도만족스러워요,21.06.23.,엘지냉장고를 믿고 구매했어요ㆍ삼성은 좀 빨리 못쓰게 돼서 엘지로 구매했답니다ㆍ개인 생각요ㆍ용량이 커서 많은 내용물이 들어가고 소음도 없어요ㆍ앞에 것 보다 조금 더 큰데 엄청 큰 것 같아요ㆍ단점은 계란 넣는 공간이 없어요ㆍ따로 구매해야 겠습니다ㆍ기사님도 친절하셨고 설명도요ㆍ1등급이라 더 좋으네요.냉장실이 위에 냉동실은 아래인데 키가 작은 제가 제일 위칸에 물건 올리고 내리는 건 무리인 것이 단점입니다ㆍ옆쪽 폭이 커서 깊이있게 보관할 수가 있어서 좋으나 꺼낼 때 좀 불편할듯요ㆍ생각보다 빨리 배송됐어요ㆍ열흘만에 왔으니깐요ㆍ
제품은 괜찮아요 근데 배송중에 사다리차무료 라고 하지,21.05.25.,제품은 괜찮아요 근데 배송중에 사다리차무료 라고 하지만 실제로는 사다리차 사용불가에요 사용한다고하면 핑계가 넘많아요 그냥 사다리차는 안돼요 하세요 문짝떼어 내고 그냥현관으로들어왔어요 새제품을 문짝뜯어서 들어오니깐 기분이안좋더라고요
희망하는 날짜에 배송이 오진 못했지만 다 이유가 있...,21.03.22.,"희망하는 날짜에 배송이 오진 못했지만 다 이유가 있을거라 생각해요 ㅠㅠ 그래도 나름 빨리 받은 거 같아 기분이 좋아요

설치해주신 기사분들도 너무 착하시고 사용하는 방법도 일일이 다 알려주시고 가셨어요 매장가격보다 훨 저렴해서 구매했는데 너무 만족합니다 깔끔하고 내부가 엄청 커서 아무거나 때려 넣어도 충분하네요 ㅎㅎ"
배송까지 이틀남짓 걸렸습니다. 날씨가 정말 더웠는데,21.07.25.,"배송까지 이틀남짓 걸렸습니다.
날씨가 정말 더웠는데 기사님들 너무너무 친절하고 깔끔하게 배송해주셨어요.
폐가전도 바로 수거해주셨습니다. 감사합니다.

제품도 너무 좋네요. 원래 2도어 쓰다가 4도어 쓰니까 여러모로 편합니다.
오프라인에서 파는 제품이랑 큰 차이도 없는데 ."
배송기사님(2명)들이 친절하게 잘 설치해주고 갔어요 -...,21.09.11.,"배송기사님(2명)들이 친절하게 잘 설치해주고 갔어요
- 냉장고구매비용에 포함사항
: 사다리비용 + 안내고 있던 냉장고1개 회수
- 혹시 사다리 비용추가 조건으로 몇번 더 쓰려고 문의 결과 불가
- 배송당일날 아침에나 배송시간을 알수있다는 답답한 물류배송시스템은 다른곳도 공통인데 개선필요"
기사님 친절히 설치해주시고,20.10.03.,"기사님 친절히 설치해주시고
냉장고 가성비 최강입니다
완죤 궤안네요
냉장고가 됐다가 안됐다가 고장나기 직전이였고 추석연휴가 끼어있어 장을보면 어떻게해야하나 고민 끝에 저희 어머님께서 대리점에서 3도어를 210만원에 구매하시려해서 위메프에 마침 4도어를 1732000원에 판매한다고하여 반심반의하며 구매결정했습니다
1등급 870리터 4도어가 저 가격이면 정말 잘 구매한건데 문제는 추석전배송이 되는지 또 고장은 안날런지 뭐 이런문제로 고민하던중 구매했습니다
추석전에는 설치가 어려울꺼라 생각했는데 다행히 추석전 설치 되었고 앞으로 LG가전 인터넷구매 해야겠습니다 진짜
저희어머니께서 용량크고 4^^"
부모님댁 리모델링 기념으로 주문했습니다. 희...,21.04.02.,"부모님댁 리모델링 기념으로 주문했습니다.



희망배송일(29일)에 배송불가하다고 그 날 고객센터에서 날짜 안내 전화 주신다 했는데 29일에 설치기사님이 오셨다네요;;;;; 고객센터와 물류센터간에정확한 의사소통이 필요해 보입니다.



제품은 깔끔하고 큼직하다고 좋아하십니다."
신랑이 연초에 성과급 나온다고 친정집에 선물해 드렸어요,21.02.20.,"신랑이 연초에 성과급 나온다고 친정집에 선물해 드렸어요.
전자랜드 하이마트에서 보고 검색하다 ssg가 제일 저렴해서 구입했어요.
쿠폰에 카드할인까지 거의 30만원 할인받았네요.
배송 설치기사님 넘넘 친절하시고, 미리 사다리차까지 갖고오셔서 잘설치해주시고 설명해 주시고 가셨어요.
넘 이쁘고 백색가전은 lg니까 마음에 듭니다.
감사해용"
주말껴서 4일만에 배송왔어요. 부모님 사드렸는데 엄청,21.05.11.,"주말껴서 4일만에 배송왔어요. 부모님 사드렸는데 엄청 좋아하셔서 뿌듯합니다. 용량도 크고 디자인도 좋고 왜 인기제품인지 알것같아요.
배송기사님들도 아주아주 친절하시고 좋으셨답니다. 아파트인데 무료사다리차로 올려주시고 기존냉장고도 수거해주셨어요 구매강추합니다!"
2주정도 사용하였는데 너무 좋네요 ^^ 역시 냉장고는,21.07.20.,"2주정도 사용하였는데 너무 좋네요 ^^
역시 냉장고는 엘지네요 ㅎㅎ
디자인도 맘에 들고 무엇보다 수납공간 넉넉하게 나와서 너무 만족합니다 ~~
구매하고 이틀후에 설치해주셨고 배송기사님도 친절하게 잘해주셔서 여기서 구매하기 참 잘한것 같아요 ㅎㅎ"
생각보다 빨리도착해서 좋았습니다 이삿날이 일요일이라 하,21.06.04.,생각보다 빨리도착해서 좋았습니다 이삿날이 일요일이라 하루늦게 받긴했지만 예상배송일보단 5일먼저 와서 불편함이 줄었어요. 설치기사님들도 이것저것 설명해주시고 참친절하시고 제 기준엔 거대한 냉장고를 척척 옮기시는데 와~ ㅎㅎ 잘쓰겠습니다~^^
배송은 많이 느렸지만 물류센터에서 직접 오신 설치기사님께서 약속된 날짜와 시간에 맞춰 잘 설치해주고 가셨네요. 기존에 쓰던 14년 사용한 양문형 냉장고와는 수납공간이 달라서 아,20.12.22.,"배송은 많이 느렸지만 물류센터에서 직접 오신 설치기사님께서 약속된 날짜와 시간에 맞춰 잘 설치해주고 가셨네요. 기존에 쓰던 14년 사용한 양문형 냉장고와는 수납공간이 달라서 아직은 이리 찾고, 저리 찾느라 헤매고는 있지만, 용량이 커서 많이 들어가네요. 고장 안나고 기본 10년이상 사용했으면 좋겠어요~"
1*번가에서 더 저렴한거 같아 주문했었다가 배송이 너무,21.07.30.,1*번가에서 더 저렴한거 같아 주문했었다가 배송이 너무 늦어져서 취소하고 여기에서 주문했습니다.. 3일만에 배송되었어요.. 진작 역서 시켰어야했는데 괜한 고생을 했습니다.. 제품은 두 말 할 것 없이 좋아요.. 가성비 높고.. 기사님들도 친절하셨고요.. 감사합니다~~~
배송이 오래걸린다고 해서 올때되면 오겠지 하고 있었는데,21.06.24.,"배송이 오래걸린다고 해서 올때되면 오겠지 하고 있었는데 9일만에 배송되었네요.
원래 화이트 냉장고를 사용했는데 차콜색이 은근히 어둡네요.
주방이 어두컴컴ㅎㅎ
기존 냉장고거 850리터였는데 20리터 더 커졌는데 냉장실은 많이 여유롭고 냉동실은 기존냉장고보다 살작 작은느낌이 드네요. 기분탓인지..
고장없이 잘 사용하고 싶네요."
주문하고 도착하는데 10일 걸렸�,20.11.05.,"주문하고 도착하는데 10일 걸렸고 당일 아침에 기사님한테 전화오고 그날 저녁에 설치해주셨어요.
옵션이 많지는 않지만 심플해서 가성비 좋게 사용하기 좋은거 같아요! 비슷한 가격대 삼성 냉장고보다는 만족해요. 색도 너무 진하지도 밝지도 않은 그레이색이어서 모든 인테리어에 무난무난하게 잘 어울리네요!"
양문에 비해 가격이 비싸서 엄두를 못 내다가 이벤트 기...,20.11.05.,"양문에 비해 가격이 비싸서 엄두를 못 내다가 이벤트 기간에 구입했어요.
10년이상 사용하는 제품인만큼 잘 알아봐야 할 것 같아 여러개를 비교했는데 그나마 괜찮아 보였고 나름 만족합니다.
냉장고 소음도 별로 없이 조용하고 공간이 좋구요. 정리하기도 나름 더 쉬웠어요.
주문번호:1357058988
아이디:jwhyung"
이사오면서 기존에 쓰는 디오스 냉장고가 고장이나서 배송,21.06.18.,이사오면서 기존에 쓰는 디오스 냉장고가 고장이나서 배송이 늦어질수 있다는 홈페이지를 보고 걱정을 했었지만 일요일 주문하고 오늘 배송받았어요!! 아침에 미리 기사님 전화주셔서 준비하고 있다가 받았는데 넘 맘에 듭니다 ㅎㅎ 기사님 두분이 오셨고 사용방법 잘 설명해주시고 넘 친절하셨어요~~가전은 역시 LG ~~김치냉장고도 LG쓰는데 잘 쓰겠습니다 ^^
주문하고 주말끼고 5일 정도돼서 받아봤습니다주문...,20.12.29.,"주문하고 주말끼고 5일 정도돼서 받아봤습니다

주문하자마자 공장에서 바로 오는지

배송지가 어디 공장이라고 나와서 좀 당황했어요ㅋㅋㅋ

배송해주신 기사님들 엄청 친절하셔서

기분 좋게 받아봤네요ㅎㅎ

막판까지 삼성이랑 고민하다가

이걸로 주문했는데 역시 가전은 LG인가봐요



컴프레셔도 10년 무상보증이라니

믿고 ~"
14년째 쓰고 있는 어머니 냉장고,20.12.04.,"14년째 쓰고 있는 어머니 냉장고를 바꿔드리자하고 검낵을 하던중 공식대리점에서 배송이 된다고. 해서 신세계몰에서 냉장고를 구입했습니다 . 구입하고 영업일 이틀만에 설치를 해주셔서 만족합니다~ 그러나 가장 증요한 제품이 문제있네요
어머니가 전시 상품을 샀냐며~ 가서 보니 문짝 곳곳에 기스가 가득합니디~ 판매자가 너무 양심이 없다는 생각마저 들더군요~
다행히 설지후 3일이내 접수라 조치는 해준다고. 하는데~
날짜 조율하고 물품 꺼내서 정리하고 너무 번거롭네요"
설전에는 못받을줄 알았는데 생각보다 일찍 도착해서 설연,21.02.15.,"설전에는 못받을줄 알았는데 생각보다 일찍 도착해서 설연휴 잘 보냈네요~~
무엇보다 설치 기사님이 친절하십니다.
일단 전화 통화에서도 친절함을 느꼈고
저희집이 엘레베이트도 좁고 현관문, 중문, 거실, 주방을 지나 주방옆 방에다 냉장고를 놓는 자리라 시간도 많이 걸린데다가 설치가 고난이도였고 힘들었을껀데 뒷마무리까지 다해주시고 꼼꼼히 체크 다해주시고 가셨어요
완전 감동입니다~"
구매한지 여러달 지났네요. 용량이 엄청 커서 마음에 듭,21.03.07.,구매한지 여러달 지났네요. 용량이 엄청 커서 마음에 듭니다 . 처음에는 작은 용량을 사려다가 크기를 비교해보니 거의 차이가 나지 않아서 큰용량을 구매 했네요. 냉장고문이 활짝 열리는것도 마음에 들고 냉동실도 따로 구분이 되어져 있어서 마음에 듭니다.
최고예요,20.12.03.,기사님이 설치후 보내주신 사진이예요 제가 당일 일이 있어 가족이 대신 받았는데요. 설치도 친절하게 잘해주시고 이렇게 사진도 찍어서 보내주셨더라고요 감동ㅠ 제품은 이상 없고요 원하던 일자에 받아서 좋습니다 가전제품 구매는 처음이라 긴장했는데 여러모로 다 만족스러워요! 번창하세요~
12일 이사해서 하루 전날 이사할 집으로 배송날 지...,21.01.15.,"12일 이사해서 하루 전날 이사할 집으로 배송날 지정해셔 냉장고 받았어요..제가 일하는 시간에 와서 근처에 형님이일하셔서 대신 받아주셨는데 친절하시고 설명도 잘 해주셨다고 하네요 용량도 크고 작동도 잘되고 3일째 사용중인데

너무 만족합니다 ♡^^"
오랜 시간 끝에 냉장고를 받긴했네요 가격변동때문에 2번,21.01.27.,"오랜 시간 끝에 냉장고를 받긴했네요
가격변동때문에 2번취소하고 다시 재결제 ㅋㅋ
그래도 최저가로 구입한것같아 마음은 뿌듯하고
냉장고 15년정도 사용한거 보내고 새로온 녀석 오늘받아
마음 또한 좋아요
아이들이 한동안 안아프게 문을 살살열어주길.. 바랄뿐 ㅋ
단점이 메탈이라 약해서 문콕 당하면 상처생기는게.. 조심해야겠어요
기사님들도 친절하게 설치 잘해주시고 설명도 해주시고"
설치했어요,20.11.14.,냉장고를 바꾸니 전에 꽉꽉 채워졌던냉장고가 이렇게 여유공간이 생겼네요속이 깊어서 맨위 뒤칸은손이 안닿아요ㅠ.ㅠ그래도 좋네요...전에 쓰던 냉장고가 아직은 더애착이 가지만... 17년을 썼던 냉장고라 작동은 잘 되지만 서랍 여기저기가 고장이 났어요그래서 이번에도 LG로 구입했네요나랑 오래 오래 함께 하기를다 좋아요다만 아쉬운점은 문이 좀 가벼운 느낌?그리고 얼음이 너무 작아요
"냉장고의 수납 공간도 많고, 에너지소비효율등급 1등급이",21.03.09.,"냉장고의 수납 공간도 많고, 에너지소비효율등급 1등급이라서 만족 합니다.
색상도 이쁘고, 디자인도 마음에 들어요. 역시 가전은 LG입니다.
기존의 폐냉장고도 수거 해주시고, 기사님도 친절하게 진행 해주시고, 만족합니다.
번창하시고, 많이 파세요~^^"
오래 기다릴줄 알았는데 3일 안에 배송받았어요. ...,20.10.29.,"오래 기다릴줄 알았는데 3일 안에 배송받았어요.

기사2분이 기존 냉장고 수거하고, 새냉장고 꼼꼼히 수평 맞춰서 잘 설치하셨어요.

LG와 삼성 중에 어떤걸 살지 고민했지만, 역시 LG가 내부가 더 실용성 있게 잘만들어 져서 이걸로 샀어요.

홈쇼핑에서 파는 같은 모델보다 더 싸게 샀네요. 사실 사은품 같은거 필요없고 이렇게 최저가로 싸게 사는게 이득인것 같아요. 만족스럽네요."
생각보다 크네요.안쪽으로 깊이 들어가는 구조라 ...,20.09.28.,"생각보다 크네요.

안쪽으로 깊이 들어가는 구조라 제일 윗칸 안쪽 공간은 쓰기 조금 불편해요.

받자마자 제일 윗칸선반 불량이 확인되어 교체약속받고 일단 사용중이에요.

.

믿고 쓰는 LG니까 오랫동안 잘 사용했으면 해요."
최고예요,21.05.19.,주문이 밀려서 늦게 배송 된 것 말고는 다 만족스럽습니다.휴일인데 친절하게 배송하고 조립해주신 기사님들 정말 감사드립니다. 좀 도와드릴려고 폐가전 밀었는데 부엌바닥 상한다고 본인들이 다 치우겠다고 하시고 마무리도 깔끔하게 해주셔서 너무 좋았습니다.
[LG물류직배송설치] LG전자 DIOS 4도어 냉장고(상냉장하냉동/4도어/870l).,21.09.10.,"[LG물류직배송설치] LG전자 DIOS 4도어 냉장고(상냉장하냉동/4도어/870l).
좋은 제품을 착한 가격에 잘 샀습니다. 제품이 배송 되기까지 2주나 걸려 더운 여름에 애로사항이 아주 많았지만 배송받아보니 기사님도 친절하시고 제품도 마음에 들어 아주 좋아 강추합니다."
좋아요 너무 좋아요,20.12.02.,진짜 저렴하게 잘 샀습니다! 너무 만족하면서 쓰고 있어요 :) 망가져서 구입한거라 최대한 빠른 날짜로 신청했는데 한 3일 정도(?)에 왔던 것 같아요!! 11년된 냉장고랑 이별하면서 쓸 수 있을꺼야 정신차려 이러면서 좀 질척거렸는데 요 아이가 오니까 다 까먹었네요 호호 환승 성공
5월 7일 구매해서 5월 11일 수령했습니다. 설치기사,21.05.11.,"5월 7일 구매해서 5월 11일 수령했습니다.
설치기사님 오전에 9시30분쯤 오셔서 설치해주셔서 감사합니다. 기존 냉장고에 비해서 크고 전기도 2/3만 소모돼서 좋아요^^비슷한 제품명의 에너지 효율 2등급 제품보다는 오랫동안 사용하는 제품이니 1등급으로 구매했습니다."
냉장고 설치 잘 받았습니다~배송온날 문짝에 흠집이 있어,21.08.30.,냉장고 설치 잘 받았습니다~배송온날 문짝에 흠집이 있어 새 제품을 받겠다고 돌려보냈는데 기사님들 힘드셨을텐데 친절하게 응대해주시고 새제품은 다음날 바로 배송 설치 해주셨어요~부모님께서 기사님들 친절하고 설치 잘해주셨다고 리뷰 작성 부탁하셔서 글 남겨요~감사합니다;)
입주하면서 신혼때 구매한 17년,20.09.30.,"입주하면서 신혼때 구매한 17년 사용한 엘지 양문형 냉장고를 버리고 구매했습니다. 최신의 프리미엄 사양도 좋지만 냉장고는 기본 사양에 상냉장 하냉동으로 에너지등급 1등급이면 충분할 거 같아 이 제품을 선택했어요.
고장 없는 엘지가전 이것도 10년 넘게 무탈하게 쓰겠죠?
쓰던 냉장고도 고장이 아닌 오래되서 바꾼거고
무엇보다 엘지전자서비스는 우주최강! 입니다.
이래서 엘지엘지 하나봐요.
우리집 가전은 모두 고장없고 오래가는 엘지입니다!"
넉넉하니 좋네요. 기존 냉장고가 고장한번없이 18년간...,21.02.09.,"넉넉하니 좋네요.
기존 냉장고가 고장한번없이 18년간 같이 지냈는대
이번겨울을 못넘기고 고장이 나네요.
이번에는 엘지 냉장고와 한번 살아봐야겠네요.
우리 네식구 잘 먹여살려야할텐대요.
물건 잘받아 .
."
4주걸린다 했는데 생각보다 일찍도착 했네요 검수 과정에,21.02.10.,"4주걸린다 했는데 생각보다 일찍도착 했네요
검수 과정에서 스크래치 발견되서 기사님이 문짝 교체해주신다고 하고 교체 접수 해주셨네요 새거라전체교화보단 문짝만 교체해도 될듯 하여 문짝만 교체하려 합니다 이것도 2~3주걸린다 하네요
기사님 친절하시구 폐가전도 수거해가셨습니다
나름만족해요"
"오늘배송받았는데 조용하고,디자인좋아요. 16년만에",21.05.31.,"오늘배송받았는데
조용하고,디자인좋아요.
16년만에 교체했습니다.
기존에680L였는데
이번에870리터로 대형으로 교체했어요
.
콤프레셔10년보증되구요
친절하게,정확하게 설치해주시네요
LG직배송이네요."
결혼했을때 구입했던 20년된 냉장고버리고 원하던 양문형구입해서 넘 뿌듯하네요~깊이도 있고 수납도 좋은데 전에쓰던것보다 1.5리터병수납이 부족한것같고 얼음꺼내는것도 좀 불편한것같아,20.11.29.,결혼했을때 구입했던 20년된 냉장고버리고 원하던 양문형구입해서 넘 뿌듯하네요~깊이도 있고 수납도 좋은데 전에쓰던것보다 1.5리터병수납이 부족한것같고 얼음꺼내는것도 좀 불편한것같아 아쉽네요ㅠㅠ배송은 기사님 힘들었을텐데 친절하게 설치해주고 시간도 맞춰주셨어요
저렴하게 득템했습니다 판매율 1,20.11.06.,"저렴하게 득템했습니다
판매율 1위인데는 이유가 있겠죠?
전기효율 1등급이라 더욱 만족해요
다만 환급시기는 종료되서 아쉽네요;

:)
이후에 민원과정에도 너무 친절하게 처리해주신
고객센터 상담원들께도 감사드립니다.

참고로 문4개라고 홈바가 있는건 아니네요
당연히 홈바 있는줄 알았는데 홈바가 없어서 참고하세요!"
2도어 냉장고 비교 싸이즈가 엄청 크네요^^ 크기에 만,21.02.07.,"2도어 냉장고 비교 싸이즈가 엄청 크네요^^ 크기에 만족
냉동실 수납이 엄청 편리해요~
외부제질은 얼룩이 조금 잘 보이지만...관리를 잘하면 고급스러운 정도는 아니지만 문안하게 사용 할듯해요~
배송에서 조금 실망했어요~ 든금 아침 7시쯤에 설치기사님이
배송 시간을 정하더군요ㅠㅠ
조금 다황스러웠지만 ~ 방문하셔서는 정말 친절히 설치.~"
주문 2주 후에 배송예약 날짜잡고 배송당일 날 기사님이,21.02.01.,"주문 2주 후에 배송예약 날짜잡고
배송당일 날 기사님이 연락주시고
결재 후 설치까지 시간이 길어 좀 걱정됐지만 최고의 마트 이마트 믿고 기다렸어요.
두분 기사님께서 구냉장고 수거 후 친절하게 설치 해 주셨어요.
내부가 군더더기 없이 깔끔하구요
1등급이라서 더 더욱 좋습니다
주방가전은 역시 엘지!
~~~~ 굿!!!"
넘 좋아요,20.11.29.,지금까지 삼성제품만 사다가 첨으로 엘지 냉장고를 구입하게되었습니다. 이것저것 비교도 해보고 여기저기 다 봣는데 블랙프라이데이랑 겹쳐서 진짜 좋은 가격에 살수있었네요.배송날짜도 딱 맞춰주시고 냉장고 상태도 넘 좋고 설명도 잘해주셔서 고마웠어요.1등급에 10년 무상보상에 내부공간도 넓어서 블랙홀인거 같아요 ㅎㅎ잘쓸께요
거대하고 거대하다 너무나도거대,20.10.08.,"거대하고 거대하다 너무나도거대해서
앞으로 이 냉장고에 뭘 집어넣을지 고민이다
1등급이라서 연 47000원으로 저렴한 유지비까지

충격적이다
기존에도 백색가전은 엘지라고 엘지의 냉장고를 구매하고 이용함에도 불구하고 공간이 좀 협소하여 추가로 구매했지만
이번 엘지냉장고는 나에게 너무나도 큰 변곡점이 될듯하다
문자가오고 배송일도 지정하여 내가 원하는 시간에
알맞게 시간 선택도가능하고
배송은 어찌나 빠른지 명절이 중간에 껴있음에도
주문 하루만에 도착했다
설치속도는 그야말로 눈한번 깜빡이니 지게차가 왔다갔다 도깨비가 설치해주고 바람처럼 사라지셨다
센세이션의 연속이다
갓쥐 엘쥐 헤븐쥐 엘쥐 사랑해요

거대하고 거대하다 너무나도거대해서
앞으로 이 냉장고에 뭘 집어넣을지 고민이다
1등급이라서 연 47000원으로 저렴한 유지비까지
충격적이다
기존에도 백색가전은 엘지라고 엘지의 냉장고를 구매하고 이용함에도 불구하고 공간이 좀 협소하여 추가로 구매했지만
이번 엘지냉장고는 나에게 너무나도 큰 변곡점이 될듯하다
문자가오고 배송일도 지정하여 내가 원하는 시간에
알맞게 시간 선택도가능하고
배송은 어찌나 빠른지 명절이 중간에 껴있음에도
주문 하루만에 도착했다
설치속도는 그야말로 눈한번 깜빡이니 지게차가 왔다갔다 도깨비가 설치해주고 바람처럼 사라지셨다
센세이션의 연속이다
갓쥐 엘쥐 헤븐쥐 엘쥐 사랑해요"
흠,20.11.18.,"사다리차를 쓸 수 없다고 말도안되는 핑계를 대고(아파트 9층, 이사할때도 아무문제없었음) 사다리차썼다고 말해달라고, 엘리베이터 작아서 분해해서 옮겼는데 이상없다고 하더니 나중에 옆에서 보니 긁힌 자국이 선명히 있네요. 분명 저정도긁혔으면 알았을텐데 말도 없이 그냥 갔어요."
기다리던 냉장고가 왔네요 넘넘 맘에 들어요 21년 사용,21.01.15.,기다리던 냉장고가 왔네요 넘넘 맘에 들어요 21년 사용한 엘지냉장고를 디오스로 고체 했습니다 쓱마?에서 사게샀어요 물류센타기사님이 신속하게 설치해주고 친절하게 설명해주셨어요 사다리차와 함께오셨네요 냉동실이 밑에 있고 서랍형이라 넘맘에 들어요 종류별로 칸칸 넣었어요 사용하기 편할것 같아요 감사합니다
좁은집에 깔맞춤으로 비스코프를 살까 고민하다 매장에 가서 보곤 역시냉장고는 엘지! (기능 디자인)맘에들어 지에스에서^^저렴하고 1등급인 이상품을선택했죠~빠른배송 깔끔한 이동설치 완,20.12.04.,"좁은집에 깔맞춤으로 비스코프를 살까 고민하다 매장에 가서 보곤 역시냉장고는 엘지! (기능 디자인)맘에들어 지에스에서^^저렴하고 1등급인 이상품을선택했죠~
빠른배송 깔끔한 이동설치 완벽 !!
두시간후 냉장고 정리하면서 더 맘에 드는 ~냉동실이 넓어 종류별로 나눠 정리하기 좋고 냉장실이 양문형보다 한칸을 넓게 쓸수 있어서 역시 정리하기 좋더라구요 ~이번쇼핑 넘 잘 한거같아요~지에스 감사합니다♡~이상품 강추합니다~♡"
시간도 맞춰주시고 시간약속시간에 오셔서 헌가전수거해주시고 설치해주셨어요.,21.06.20.,"시간도 맞춰주시고 시간약속시간에 오셔서 헌가전수거해주시고 설치해주셨어요.
친절한 설치 좋은제품 감사합니다. 소리도 조용하고 냉장 냉동도 잘되고 깔끔하게
유지하기 좋은 제품이예요. 냉장 위인곳은 처음 써보는데 키가 작아서 약간 윗칸을
안쓰게 되네요 ㅋㅋㅋㅋㅋㅋ"
배송기사분 진짜 너무 친절하셨어요! 너무 고생하셨습니다:),21.04.01.,"배송기사분 진짜 너무 친절하셨어요! 너무 고생하셨습니다:)
24~5년 만에 바꾼 냉장고였구요ㅋㅋㅋㅋ 마음에 들어요!
엄마가 매우 만족해하세요~
좋은상품 저렴하게 사서 진짜 너무 좋아요!
약간의 얼룩이 조금 보이는데 이건 조금 지나봐야 알것 같아요~"
엄마 사드렸는데 너무 좋아하시네요. 주문후 배송일정 중,21.01.05.,"엄마 사드렸는데 너무 좋아하시네요.
주문후 배송일정 중간중간 연락주시고
배송날짜도 미리 알려주셔서 상품 받는데
불편함 전혀 없이 좋은상품 잘 받았습니다.
냉장고안이 깊어서 많이 들어갈거 같아요.
냉동고도 잘 되어 있어서 ."
배송이 빠르네요 3주기다려야지했는데 추석끝나고 월...,20.10.06.,"배송이 빠르네요 3주기다려야지했는데 추석끝나고 월요일에 바로 내일 배송온다고 문자왔어요 냉장고가 고장나서 빠른배송이 더더욱 반가웠어요 엘지라 역시나 좋습니다 1등급이라 1년 전기료가 48000원이라 써있네요 고급스럽습니다 1등급만 찾아서 홈바는 없지만 그것까지는 생각못했는데 홈바있다가 없으니 살짝 불편하지만 그거까지생각못했으니 홈바없이 습관을 들여봐야겠습니다

전체적으로 만족합니다 배송기사님 두분 친절하시네요"
역시 새거가조아요,20.11.07.,고장나진않았지만 13년쓴 냉장고보내고새제품 들였어요너무커져서 수납을 어찌해야할지 고민이되네요안쪽은 완전휑하게ㅋ아직활용못하고 ㅋㅋ쫌 냉장고에적응하고나믄 잘채워정리하겠죠배송은 빨리될꺼란생각없었는데의외로 주문하고담날인가ㅋ겁나빠르게왔어요
어머님 선물로 구매했어요 17년 사용,21.02.05.,"어머님 선물로 구매했어요
17년 사용한 타사 제품을 lg로 바꿔 드렸는데
넘 조아하시네요
넉넉한 수납공간과 디자인 색상 맘에 드신다네요
그리고 배송하신 분들도 친절하고
깔끔하게 해주셔서 감사합니다
꼭!!전해주세요
배송해주신 분들께 감사했다고~^^"
오늘 냉장고가 도착했어요.. 와이프가 인수했는데 냉장실,20.12.29.,"오늘 냉장고가 도착했어요..
와이프가 인수했는데 냉장실 중앙분리 칸 몰딩이
버려져 있더군요..ㅠㅠ
차후AS신청해서 제품하자면 교환해준다고 해서
그냥 인수했다고 하더군요..ㅠㅠ
새 제품에 단차가 눈에 보이기 시작하니 열때마다
보여 짜증이나요..."
"배송도 빠른 편이었고, 오프라인보다 훨씬 저렴하게 구입...",20.11.11.,"배송도 빠른 편이었고, 오프라인보다 훨씬 저렴하게 구입했어요. 설치한지 5일 됐고... 지문 자국과, 생각보다 도어부분이 약해서 쉽게 찌그러질 수 있다는 점은 단점 입니다. 그래서 별 하나 뺐어요. 튼튼할 줄 알았거든요. 그 외는 만족합니다. 설치 기사님들도 친절하세요. 감사합니다."
부모님댁에서 쓰던 엘지 냉장고�,20.11.01.,부모님댁에서 쓰던 엘지 냉장고를 거의 십년 사용하다 고장이나서 이번에 신제품으로 선물해드리려고 검색하다 이곳에서 최저가로 판매해서 구입하고 바꾸어드렸습니다. 배송과정 안내도 잘 되었고 설치기사님의 설치 과정과 구냉장고 수거도 만족하셔서 좋았습니다. 추천합니다.
"배송도 칼, 제품도 칼",20.12.04.,"배송이 딱 원하는 지정일 지정시간에 와서 이사하기 너무 수월했어요. 배송기사님도 넘 친절하셨구요 다만, 냉장고 문이 가벼워서 그런지 문닫을때 흔들리는 소리가 아주~ 크긴해서 그거는 좀 불만인데 제품 하자는 아니고 이 제품 라인이 다 그렇다고 하네요.조심조심 닫는 습관 생겼습니다 ㅎㅎㄹ"
냉장고 안이 엄청 넓어서 엄마도 너무 좋아해요!ㅎㅎ 얼,21.02.20.,냉장고 안이 엄청 넓어서 엄마도 너무 좋아해요!ㅎㅎ 얼음 만드는 것도 너무 귀엽고 무엇보다 배송기사님이 너무 친절하셨어요ㅠㅠ 들어가는 입구가 좁아서 아일랜드 식탁 위로 넘겨야할 것 같다하셨는데 다행히도 안넘고 잘 넣어주셨어요!! 감사합니다 ㅎㅎㅎ
"LG냉장고를 15년정도 사용하다 LG디오스4도어
870",20.11.25.,"LG냉장고를 15년정도 사용하다 LG디오스4도어
870L F873S11E 를 구매하였는데 생각했던 것 보다
아주 만족스러웠습니다!~
내부 공간도 아주넓고 자주 사용하는
냉장실은 위에, 냉동실은 아래로 설계하여 .
!~
배송도 신속하게 아주 친절하게 해주셔서 감사합니다!~"
최고예요,20.10.30.,"주문하고 3일만에 LG에서 기사님들 오셨습니다폐냉장고 수거하신 다음에 새 냉장고를밖에서 문짝 분리하시고 들어오셨고냉장고가 커서 아슬아슬하게 들어오겠다 했는데 냉장고 문 분리하니까 여유있게 들어왔습니다다른 구매대행은 7일-14일 걸리는데 여기는 엄청 빠르게 온대서 믿고 주문했더니 정말 빠르게 왔습니다냉장고도 맘에들고 기사님 친절해서 배송, 상품 다 만족합니다고민하는데 3달 주문하고 배송오는데 3일 만족만족대만족？？"
