title,date,content
다른 냉장고도 무료로 옮겨주시고 일을 정말 깔끔하고 만,21.07.25.,"다른 냉장고도 무료로 옮겨주시고 일을 정말 깔끔하고 만족스럽게 해주셨다고 엄마가 엄청 칭찬하셨습니다. 기사님 정말 감사합니다.
냉장고 문 4개가 각각 따로 열려 사용하기 넘나 좋다구 하셨구요,
냉동실 용량이 커서 차암 유용하구 좋아요~
냉장실이 위에 냉동실이 아래에 있어 동선도 좋구,
여기에 1등급이라는 사실~!!
역시 가전은 엘지입니다~^^"
인터넷으로 큰 가전제품 구매는,21.06.20.,"인터넷으로 큰 가전제품 구매는 처음인데, 만족했습니다. 전체적인 성능은 좀더 사용해봐야 알겠지만 현재는 소음도 없고 좋구요. 이전에 사용하던 냉장고가 700리터였어서 지금은 넉넉하네요!
다만 냉장칸에 큰 유리 단지는 선반 높이 때문에 못넣으실수도있어요. 이건 선반 높이를 조절하든지 하면 되긴해요~
그외에는 외관도 깔끔하고 좋아요! 아이스메이커도 같이 왔네요.
주문한지 4일만에 배송되었구요 배송일이랑 시간도 다 정할수있어요. 주말인데도 설치기사님 정말 친절하게 설설치해주셨습니다~ 감사합니다^^*"
삼성임직원가를 포기하고 엘지제품 구매합니다. 냉동실 아,21.08.19.,"삼성임직원가를 포기하고 엘지제품 구매합니다.
냉동실 아이스메이커 편하고, 냉동실이 선반이인출식이라 따로 바구니 쓰지 않아도 깊은 곳까지 사용가능하니 정말 좋아요.
다만 냉장실 선반이 높이조절이 안되서 통수박이나 큰냄비는 넣기는 불가하네요."
요즘 디자인 예쁜 신제품도 많지만 저,21.07.09.,요즘 디자인 예쁜 신제품도 많지만 저는 이 제품이 가성비갑입니다. 실내공간도 넓고 깔끔한 외관도 좋고 냉동실이 아래라서 냉장실을 편하게 써서 좋아요. 이전에 쓰던 것보다 용량이 큰데도 그 자리에 쏙 들어가고 문도 더 잘 열려서 너무 좋아요. 강추입니다.
디오스 양문형 뽀대남,21.07.08.,설치기사님들이 일단 너무 맘에 들었어요냉장고야 당연히 맘에 드는걸 골랐으니 말할것도 없구요1등급으로 할인된 저렴한 가격에 요즘 컬러풀한것도 많이 나오지만 전 갠적으로이런색이 좋아서..10년전 삼성제품만 썼는데 이젠 세탁기 냉장고 다 엘지로 바꿨네요
결혼하면서 산 LG냉장고를 이번에 이사하면서 바꾸게되었네요.21년동안 고장한번 난 적이 없었는데 이번 기회에 바꿀려고 버렸어요. 버리면서 그동안 수고많이 했다고 ㅎㅎ 인사도 했네요,20.11.10.,"결혼하면서 산 LG냉장고를 이번에 이사하면서 바꾸게되었네요.
21년동안 고장한번 난 적이 없었는데 이번 기회에 바꿀려고 버렸어요. 버리면서 그동안 수고많이 했다고 ㅎㅎ 인사도 했네요.
역쉬~~~LG!!!
음료수를 좋아하는 아이들때문에 홈바있는걸 살까 고민했었지만
버리고 온 냉장고때문에 우선 빠른 배송이 가능한 상품을 찾다보니 이 상품을 택했어요. 사실 너무 많이 튀어나온거 같아서 냉장,냉동 따로 되어있는 슬림한 모델을 사고싶었는데 지금은 ㅣ더만족이예요. 특히 사진에 보이는것처럼 문에 수납부분이 잘 되어있어 소스만, 음료수만....이렇게 정리가 잘 되요.
냉장안쪽보다 훨씬 깔끔해요. 문짝이 두껍지만 정리가 잘 되어 이 제품선택하길 잘 했다는 생각!!!!"
"온라인매장에서 처음 구매해보는데요.원하는 날짜에 받아보지 못했지만,배송도 친절하고 구매후부터는 LG전자에서진행상황이랑 알림톡 보내줘서 맘편히기다리고 편리하게 배송 받았어요.주문 후",21.08.14.,"온라인매장에서 처음 구매해보는데요.
원하는 날짜에 받아보지 못했지만,
배송도 친절하고 구매후부터는 LG전자에서
진행상황이랑 알림톡 보내줘서 맘편히
기다리고 편리하게 배송 받았어요.
주문 후 일주일정도 걸려 받았습니다.
1등급에 한국제조인데 870리터....
인데 이 가격이라니..정말 놀라워요.
많이 팔린 냉장고라고해서 주문해봤는데
받아보고도 만족스럽습니다.
한달후에 사용 후기 다시 올릴게요."
기사님이 친절하게 설명해주시고,20.11.04.,"기사님이 친절하게 설명해주시고 조심조심 물건 다뤄주셔서 좋았어요~
사용 중 궁금한 사항 있으시면 언제든 연락달라며 명함도 주고 가시고 친절한 기사님 덕분에 기분좋게 물건 받았네요~

정말 15년만에 냉장고를 구입한 것 같아요. 냉장고가 그 자리에서 움직인 적이 없었는데 집수리로 오래된 냉장고들 정리하고 이번에 새로 구입하였네요.
일단 신기한 건 냉동칸에 저절로 물이 들어가 얼음을 만들어주는 트레이가 있다는거였어요. 옆에서 기사님이 설명해 주시는데 와~~하며 촌티를 팍팍 냈네요 ㅋㅋㅋ
그리고 얼마전에 김치 냉장고도 LG에서 구입하였는데 그 제품 겉면이 매탈이라 정말이지 어찌나 신경쓰이던지 안전 필름 같은게 없어서 아쉬웠는데 요 냉장고는 안전보호 필름이 있어서 안벗기고 그냥 사용해도 된다 하셔서 안벗기고 지금은 사용하고 있어요. 나중에 조금더 쓰다가 벗기려고요~
그리고 칸칸이 잘 나뉘어져 있고 공간을 활용할 수 있게 .
고장나지 않고 이 냉장고도 오래 함께했으면 좋겠네요~"
"우선 원하는 날, 시간에 배송 설치 만족합니다. 16년",21.08.29.,"우선 원하는 날, 시간에 배송 설치 만족합니다.
16년된 엘지냉장고도 수거 해 주시고요.
갑자기 냉장고가 고장나서 급하게 산 냉장고로 완전 만족입니다. 냉장고가 바뀌니까 주방이 달라지네쇼. 특히 얼음을 쉽게 만들어져서 좋네요. 1등급이라 전기료도 아낄 수 있네요. 완전 만족입니다."
"오래된 빌라라, 엘리베이터도 작고 심지어 현관문도 작아...",20.12.07.,"오래된 빌라라, 엘리베이터도 작고 심지어 현관문도 작아서 2층가지 어렵게 들고오셔야 했고 그것마저도 냉장고의 문을 모두 분해해서 개별로 들고 올라오신 뒤에 다시 조립해야 하는 어려운 과정을 거쳤습니다. 그냥 막연히 지금 쓰는 것도 들어오는 데에 큰 문제가 없어서 들어올 수 있을 것이라 판단했는데... 제 실수 였습니다. 그런데 또 배달하시는 기사님들 입장에서는 이런 경우가 잦으셨는지... 별로 놀라워 하는 눈치도 아니시고 바로 바로 현장에서 상황 판단을 하시고 현관문 떼고, 냉장고 분해해서 작업을 진행하시더군요. 다른 곳보다 두어배는 힘드셨을 텐데... 정말 고마웠습니다."
냉장고 고장 버티다 추가할인 12만원이라 바로 샀어요 ...,21.09.06.,"냉장고 고장 버티다 추가할인 12만원이라 바로 샀어요
엘지 냉장고 15년이상 사용했네요
가전제품은 엘지!
제조국 한국이고. 1등급. 다자녀라 에너지효율10% 환급도 신청했어요. 설치기사님도 아침일찍 바로 친절설치 해주셔서 감사했어요."
기존 냉장고를 14년정도 쓰고 있,20.11.17.,"기존 냉장고를 14년정도 쓰고 있었는데
팬 돌아가는 소리도 점점 커지고
맨 윗칸에 둔건 얼어버리고 해서
이래저래 바꿀때가 된 듯 해서
3개월 동안 인터넷과 홈쇼핑을 비교해왔습니다
상냉장하냉동 형태의 냉장고는
거의 모든 홈쇼핑이 3등급만 판매하더라구요
냉장고 전기를 뺏다꼈다하는게 아니고
이사할때까지 꼽아놔야하는거라
1등급으로 찾게 되었어요

토요일 배송 희망했지만 월요일에 설치했고
집이 오래된 집이라 문 분해해서 가지고 오셔서
집안에서 조립하고 설치했습니다

공간이 좁았지만 기사분들께서 잘 설치해주셨어요
기존 냉장고는 총 686L였는데
870L로 바꾸니 자리가 넉넉~하네요
볼수록 잘 바꾼 것 같습니다"
월요일에 주문하고 2일만에 왔어요! 냉동실 고장으로,21.07.21.,"월요일에 주문하고 2일만에 왔어요!
냉동실 고장으로 주문했는데 빨리 도착해서 너무 좋아요.
배송이 빠르다고 하여 주문했는데 정말 잘 선택했네요!!
행사로 할인도 받고 카드청구할인도 되어 더 기분 좋은 쇼핑이 되었습니다.

!"
LG 냉장고는 신혼때 구입해서 지금까지 사용~~ 고장은,21.02.09.,"LG 냉장고는 신혼때 구입해서 지금까지 사용~~ 고장은 나지 않았지만 바꾸게 됨
4인도어를 처음으로 사용했는데 처음에는 너무 어색하고 이상 ㅜ.ㅜ
냉동식을 칸이 나눠져서 2도어가 많이 편하지만 냉장식을 오픈된 공간속에 문하나를 열면 옆쪽이 열렸다 다시 닫혀지는
부분이 있어서 아직까지도 어색합니다. 배송받는 시간이 좀 걸릴꺼라는 안내를 받고 3월이나 받을수 있나 했는데 비교적 빨리 받아볼수 있어서 좋음. 비교적 가격대비 만족도가 높음"
구매후 며칠 뒤 LG물류센터에서 접수,21.06.09.,"구매후 며칠 뒤 LG물류센터에서 접수되었다는 연락옴
며칠 후 배송 배송일자 안내오고 당일 아침에 전화와서 배송 시간 확정후 배송됌
문 파손으로 반송 및 며칠 후 재배송하여 설치
배송 및 설치 일정 관련 연락이 좀더 원만했으면 좋겠습니다. (배송전 배송완료 설정됨)

제품은 군더더기 없는 제품으로 가격대비 만족합니다.
(흰색이 하고싶었지만....)
4문이라 냉기 유출이 덜 되는 것 같아서 좋아요.

가격이 파는곳마다 다르고, 한 곳에서도 며칠마다 바뀌는듯합니다. 미리미리 알아보고 결제해야겠습니다."
설치와 설명 모두 너무 친절하세요 ^^ 디자인도 실물로,21.06.03.,"설치와 설명 모두 너무 친절하세요 ^^
디자인도 실물로 보니까 더 예뻐서 맘에들고
깊이감도 좋네요
칸사이가 190정도라 큰 김치통 넣기는 좀 아쉽지만
그건 앞으로 용기 구매를 맞춰하면 되니까 문제없고
백점 만점에 이백점 드립니다~"
지난주 목요일에 주문하고 오늘 받았어요. 생각보다 빨리,21.06.09.,"지난주 목요일에 주문하고 오늘 받았어요.
생각보다 빨리 배송되서 좋았어요.
기사님도 너무 친절하셨고, 사다리차 무료제공, 폐냉장고 수거도 먼저 미리 물어봐주시고 확인해주셔셔 따로 요청하거나 할 필요도 없었네요.
생각지도 않게 창문 빗물받이가 문제가되서 그것도 떼고 옮기고 설치하시느라 이 더운날 너무 고생하고 가셔서 죄송하고 감사했습니다!"
8월25일 주문했는데 26일 배송해주겠다는 카톡을 받고 27일로 변경하고 27일 오전 8시 좀 넘어서 배송받았네요. 저희가 이...,21.08.29.,"8월25일 주문했는데 26일 배송해주겠다는 카톡을 받고 27일로 변경하고 27일 오전 8시 좀 넘어서 배송받았네요. 저희가 이사갈 주택이 2층같은 1층이라 배송기사님들이 많이 수고하셨어요. 숙련된 분들이라 거실을 통해 주방까지 신속, 정확하게 설치하시고 각도 조절까지. 제품설명에 작동여부까지 다 확인하시고 가셨어요. 총알 배송에 엄청 친절하시고 대전물류센터에서 오셨더라구요. 배송에서 설치까지 완벽했습니다. 큰 가전제품은 인터넷으로 처음 구입했는데 믿을만 하네요. LG기사님들."
배송은 좀 걸렸는데 기사님이 소중히 다뤄서 아주 친절히,21.06.01.,"배송은 좀 걸렸는데 기사님이 소중히 다뤄서 아주 친절히 설치 및 설명 해주셔서 기분 좋네요^^

7년 쓰고 냉장고 사망해서 구입했습니다.
기존에 강화유리 쓰다가 이 제품쓰니 지문 자국은 좀 나는데 깔끔하고 괜찮네요~
용량은 원래 쓰던거라 같아서 있던대로 편히 수납했습니다~

이 냉장고는 오래 오래 사용할 수 있길~~
^^"
이건 뭐 하나 흠잡을데가 없어요,20.11.24.,"상품평써야는데 애들키우느랴 이제야적어요.제품은 카톡으로 알림이와서 배송날짜,시간지정할수있게 되있더라고요?전 친정부모님 두개사드리느라,삼성비스포크?시리즈만 열심히 파다가,친정아버지가 Lg로 사라~ 1등급으로~라는 한마디에 열심히 또 뒤져서 이곳에서 샀어요.하나주문하고 쿠폰또받아 또하나사고.집에있는김치냉장고랑같아요.제작년거라 그런지 좀업글됬는데,양문형냉장고랑 두대해서 암튼 친절가격에 ㅎ이 디지털마트가 제일 다 뒤져도 저렴했어요배송오시는 설치기사님들 문입구좁아서 애좀먹으셔서 엄마랑저랑 안절부절..근데 진짜 짜증한번안내시고, 친절그자체였어요.커피드리신다니까 하루아침한잔드시고,잠못주무신다고 거절하셨어요 ㅋ무튼 친절가격 좋은상품 전문기사님 만나울친정엄마 10년쓴냉장고 바꾸시고,김장철 김치냉장고 한대추가요~~코로나19때문인지 자꾸 집에서 먹을일이 더많아져서 쟁일일이 많아지네요"
친정어머님 생신 겸 어버이날 선,21.05.02.,"친정어머님 생신 겸 어버이날 선물로 드렸어요.5도어면 더 좋았겠지만, 넉넉한 용량에 에너지 등급 1등급에 양문형 사용하시다 4도어도 아주 좋아하시네요. 새로운 살림은 나이 상관없이 주부에게는 일맛나게 해주나봐요^^배송이 조금 걸렸지만 친절하게 잘 해주셨다고 하시네요."
이사를 하게되면서 냉장고부터 큰 용량으로 바꿔야겠다 생각하던 차에 구매하게 됐어요. 냉장실은 다른 냉장고가 있어서 괜찮았는데 냉동실은 작아서 많이 불편했거든요. 바꾸고나니 이것저것,20.10.28.,이사를 하게되면서 냉장고부터 큰 용량으로 바꿔야겠다 생각하던 차에 구매하게 됐어요. 냉장실은 다른 냉장고가 있어서 괜찮았는데 냉동실은 작아서 많이 불편했거든요. 바꾸고나니 이것저것 많이 넣을 수 있었어 너무 좋네요…
"시어머님 허리펴고 냉장고.사용하시라고. 선물해드렸어요.확정 3일만에 빠른배송,시간엄수,친절 모두 만족해요.그런데. 1등급 환급은 11/13 소진되었다네요.좀더. 빨리 살걸 너무 아",20.11.25.,"시어머님 허리펴고 냉장고.사용하시라고. 선물해드렸어요.
확정 3일만에 빠른배송,시간엄수,
친절 모두 만족해요.
그런데. 1등급 환급은 11/13 소진되었다네요.
좀더. 빨리 살걸 너무 아쉬워요.
냉장칸이 좁은데,
한칸 올려서 한칸은 높게,
중간칸 낮게 하니,
조금높은 김치통도. 다*소 음식물쓰레기통도 쏙 들어갑니다.
냉동서랍 6칸 모두
요.
냉동실도어는 2단계로 자연스럽게 닫히는데.
냉장실도어가 너무 쎄게 절로 닫혀지는건 좀 이상해요.
이건 엘지에 물어봐야겠죠? 원래그런건지."
배송신청일에 냉장고가 도착되었고 배송기사님 배송도착 하,21.06.08.,배송신청일에 냉장고가 도착되었고 배송기사님 배송도착 하루전날 전화주셔서 냉장고 정리 및 교체하기가 여유롭게 진행되었고 냉장고 설치도 친절하고 신속하게 해 주셨습니다. 17년 사용한 양문형 냉장고를 정리하기가 아쉬웠지만 이전보다 커진 용량과 냉동실의 수납서랍은 냉동제품을 깔끔히 정리하기 좋았으며 냉장실 또한 냉장실문의 수납공간이 보기보다 알차게 수납이 되네요. 정면에 보이는 선반공간도 넓어 수박한통 넣고도 널널합니다. 집안행사가 많은 저희집에 딱 알맞은 크기와 알찬 수납공간으로 만족도가 높습니다.
주문하고 3일 걸렸네요~~~1등급으로 저렴하게 ...,20.12.05.,"주문하고 3일 걸렸네요~~~

1등급으로 저렴하게 구매하고 할인받고 디자인 내부구조 늠 맘에 드네요

기사님 2분도 신속정확하게 잘 설치해 주셨어요

주택이라 올라오는길이 험한데 잘 찾아오시더라구요 ㅋㅋㅋ

전자제품은 홈쇼핑 처음이라 매장에서 산거처럼 고장없이 오래 오래 사용할수 있음 좋겠어요"
금요일 저녁에 주문했는데 화요�,20.10.20.,"금요일 저녁에 주문했는데 화요일 점심시간 지나서 바로 배송 되었어요~ 배송이 참 빠르네요!
공식판매처이다 보니 결제후 배송관련 안내도 계속 카톡으로 오고 배송일 오전에 기사님깨서 연락 주셔서 시간을 조율 해주셨어요
원래 있던 냉장고를 미리 수거 요청할지는 그때 말씀드리면 되더라구요~ 설치하는 내내 기사님이 매우 친절하셨습니다
예전 모델보다는 깊이가 더 깊은데 메탈 외관이 매우 세련되어서 덩치는 좀 커졌지만 기존 냉장고보다 훨씬 더 주방이랑 잘 어울려요

2시간 이후 음식을 넣으라고 하셔서 그렇게 했는데 금방 냉장도 잘 되고 잘 돌아갑니다! 10년 넘게 쓴 디오스 냉장고 새 냉장고로 바꿔드리니 어머니가 엄청 행복해하시네요 ㅎㅎ

1등급이어서 전력 소비량도 좋고 기분 좋아요! 서비스 측면에서 공식 판매처가 중요한 것 같습니다

냉장고 고민하시는 분들 중 홈바나 똑똑기능 없이 무난한 기본 기능으로 충분하다고 생각하시면 요 모델 참 좋은 것 같아요!"
10년이상 된 엘지 소형냉장고를 이번 기회에 4도어 냉,21.06.30.,"10년이상 된 엘지 소형냉장고를 이번 기회에 4도어 냉장고로 교체했어요
그동안 냉장고가 작아 살짝 불편했는데 4도어 냉장고 교체후 많은 음식과 냉동,냉장식픔,과일 넣을수 있어 넘 좋아요.
얼음도 금방 만들어져서 좋아요.
여러 사이트 알아보다가 ssg에서 싼 가격에 잘 구입했어요."
최고예요,21.04.02.,"상냉장,하냉동,1등급,4도어 사양은현존 최고,최적의 사양이라 온라인쇼핑뿐만 아니라 백화점,LG베스트샵,전문판매점을 직접방문하여 구매결정 결과는 11번가 온라인전용모델이었고 빠른배송,친절한 제품설명을 듣고 아주 만족히 사용중에 있습니다. 200~300만원대와 차이는 단지 디자인 차이이고 기능과 상관없는 스틸부품 적용 등이라 디자인에 현혹되지 않고 질리지 않게 10년 넘게 높은기능의 제품을 사용하려는 분들에게 강추합니다."
선물용으로 보냈는데 문짝이 조금 찌그러져서 와서 속상했,21.08.30.,"선물용으로 보냈는데 문짝이 조금 찌그러져서 와서
속상했지만 기사님이 문짝 교체 진행해주셨어요.

설치때 기사님 너무친절하시고 정말 고생많으셨어요
교체까지 진행과정이 좀 시간이 걸리긴했지만
냉장고는 크고 좋다고하셔서 잘사용하고있어요~
감사합니다."
15년이 넘은 오래된 냉장고를 교체하,21.03.22.,"15년이 넘은 오래된 냉장고를 교체하며 구입했어요
요즘 냉장고는 엄청 크네요! 깊이도 깊고 문의 수납선반도 넓고..
냉동실의 수납선반이 바퀴가 달려있어 내용물을 꺼낼 때 편리하네요!
배송은 17일정도로 오래걸렸지만 기다린 보람이 있어요
기사분께서 친절히 잘 설치해주시고 갔습니다. ^^"
"사다리차 무료지원, 폐가전 수거까지 필요한 모든 과정을 친절하게 해 주셔서 정말정말 감사해요. 엄마께서 정말 만족하셨어요! 가전은 한번 사면 오래 사용하는 물건이라 고민했는데 네이",21.05.24.,"사다리차 무료지원, 폐가전 수거까지 필요한 모든 과정을 친절하게 해 주셔서 정말정말 감사해요. 엄마께서 정말 만족하셨어요! 가전은 한번 사면 오래 사용하는 물건이라 고민했는데 네이버 행사까지 더해 좋은 가격에 좋은 물건을 구입하게 되어 감사한 마음이예요!!"
제품은 말할필요없이 너무좋습니다제품보단 설치 기사님들께서 너무 좋습니다!! 너무 친절하고 예의바르고 진짜 꼼꼼하게 잘해주셨어요!! 기사님들께 진심 감동받았어요!! 별100점 드리고,21.08.02.,"제품은 말할필요없이 너무좋습니다
제품보단 설치 기사님들께서 너무 좋습니다!! 너무 친절하고 예의바르고 진짜 꼼꼼하게 잘해주셨어요!! 기사님들께 진심 감동받았어요!! 별100점 드리고싶어요!! 진짜 2시간동안 고생많이 하셨어요~~"
친정에서 15년 넘게 쓰시던 냉장고가 수명이 다해 구매했어요~,20.11.27.,"친정에서 15년 넘게 쓰시던 냉장고가 수명이 다해 구매했어요~
구매 전 매장에서 구경도 하고 인터넷으로 열심히 서치 하다 LG 공식판매점이라고 해서 위메프에서 구매했습니다.
요즘 나오는 4도어에 메탈 디자인으로 제품도 신형이라 고민없이 주문했어요.
부모님께서 내부도 엄청 깊고 넓다고 만족해 하시더라구요!
원하는 날짜 지정해서 지정한 날짜에 배송받았고 설치까지 잘 해주셨습니다.
~~^^


*주문전호: 175103481"
15년만에 집에 냉장고를 바꿨습니다. 미리 연락주셔서,21.07.05.,"15년만에 집에 냉장고를 바꿨습니다. 미리 연락주셔서 현관문에 설치된 방충망을 제거하고
냉장고를 아래에서 해체해서 올려서 설치해주셨어요. 걱정했는데 잘 작동되고
설치기사님들 진짜 친절하셨습니다. 냉장고 너무 이뻐요~"
무엇보다 원하는 날짜에 배송이 되어 만족합니다. ...,21.02.03.,"무엇보다 원하는 날짜에 배송이 되어 만족합니다.

친절하신 기사님이 꼼꼼하게 설치해 주시고

시간 약속도 잘 지켜 주셨어요.

좋네요.

얼음 많이 먹는 집인데

도어 아이스메이커가 작고

ㅠ"
조으네요.,21.04.15.,"배송이 빠르진 않지만 하루 이틀 늦는 정도는 뭐 이해할 수 있는 수준이고요, 제품이 870리터 치고는 소음이 거의 없네요. 매우 만족합니다.생각했던 것보다 색상이 어두운 편인데 주방 분위기를 해치는 정도는 아니고 중후만 멋이 조으네요!"
왜 매직스페이스인지 알것 같습니다. 이전에 꽉 채우진,21.06.18.,"왜 매직스페이스인지 알것 같습니다. 이전에 꽉 채우진 않았지만 550, 650리터 냉장고 두대를 사용하다 이번에 하나로 바꿨는데 솔직히 내용물이 다 들어갈진 몰랐습니다. 겉보기엔 그냥 큰편이구나했는데 실제로 넣어보니 정말 매직 스페이스네요."
어머님 사드렸는데 너무 좋아하시네요.,21.02.19.,"어머님 사드렸는데 너무 좋아하시네요.
2층 단독주택인데 사다리차 못들어갈거같아서(사실 들어갈수있었다는..후문이..ㅠ) 사다리차 안부르고..
결국 기사님들께서 들어서 계단으로 올려주셨다네요. 죄송하고 감사하다고~ 서비스도 너무 좋다며 극찬해주셨어요.^^;;;
공간활용이 너무 좋다네요. 가격이 다른 데 비해서 많이 저렴해서 사기 아닌가 조심스러웠는데 ㅎㅎ 전혀..ㅋㅋ
LG물류쪽에서 직접 카톡으로 배송일 지정도 다 오고~ 설 지나고 나서 일주일만에 받았으니 배송도 빠른편이었구요!
아무튼 모든 것이 . 감사합니다!"
지정된 날짜에 배송도 잘 왔구. 기사,21.06.21.,"지정된 날짜에 배송도 잘 왔구. 기사님이 너무 친절하셨어요~
냉장고는 저렴하게 잘 구입한것 같아요.색상과 디자인도 만족스럽고 용량도 충분해서 잘 사용하고 있어요. 이전에 사용하던 것도 lg디오스 였는데 오랫동안 잘 사용해서 이번에두 믿고 구입했어요~"
"주문후 일주일이 지나도 언제 배송되는지 날짜 확인이 되지 않아 고객센터로 전화했는데, 상담원께서 적극적인 공감과 배려로 13일 금요일에 배송되었으며 LG설치기사님들도 기존 냉장고",21.08.14.,"주문후 일주일이 지나도 언제 배송되는지 날짜 확인이 되지 않아 고객센터로 전화했는데, 상담원께서 적극적인 공감과 배려로 13일 금요일에 배송되었으며 LG설치기사님들도 기존 냉장고 수거 및 주변정리(김치냉장고, 서랍장)후 새제품 설치라 많이 힘들고 번거로운 작업이었지만, 잘 도와주셔서 무사히 잘 설치했습니다...코로나19 와 무더위로 많이 힘든 시기인데 친절하게 응대해 주신 고객센터 상담원님과 설치기사님 너무 감사합니다..."
최고예요,21.05.22.,미리미리 카톡으로 배송 상태 알려주고배송일을 지정하고변경도 가능하고도착 30분전에 미리 전화주셔서기존 냉장고 정리도 해놓을 시간 주시고설치 기사님들 땀을 뻘뻘흘리시면서깔끔하고 깨끗하게 수평잡고 마무리 해주셨어요제품 보호 스티커도 제거해서 싹 가져가시고더운데 고생하셔서 나가실때에너지바랑 음료수 챙겨드렸네요ㅎ만족 합니다.
빅스마일이 가져다준 냉장 냉동 본연의 기능에 충실한 절전형 대형 냉장고!,20.11.11.,"빅스마일 쿠폰 이용해 좋은 가격으로 구입,'롯데백화점 스토어'라 신뢰가 가면서도 상품 설명글에 'LG공식인증 마크'가 없어 찜찜.문의글 및 전화상담 진행하여 LG물류 발송 LG기사님 설치 해주신다는 확인받음.특이사항으로는 상품문의 및 배송은 롯데백화점이 아닌 [한올아이엔씨]라는 곳과 통화하라고 했고lg물류 배송 과정에서 내 정보가 'CJ고객님'이라고 되어있고 구입처가 [아웃사이드인]이라는 곳으로 되어있어 이상했음.하지만 모든 과정에서 문의 및 전화통화 즉시 가능했고 충실히 응대해줬음배송 희망일은 5일이었는데 9일 설치[20년 11월 제조제품!!]LG기사님 설치, 대체로 친절했고 물건을 조심스레 다뤄줬음. 아쉬운건 냉장 양쪽문 5~10cm 정도 스크래치 3군데 확인, 최초 탑차에서 냉장고 내리고 문짝 분리할때비닐위로 스크래치가 보여 뭐냐고 했더니 비닐에만 보이고 벗기면 없다고 했는데 남아있음. 정신건강을 위해 그냥 쓰기로함.냉장고 품질은 상냉장하냉동 외에는 부가기능 없는 냉장 냉동 본연의 기능에 충실한 절전형 대형 냉장고를알아보고 산거였고 아직까지는 문제없음.좋은가격, 배송 soso, , 설치 - 스크래치 ㄷㄷㄷ(메탈재질이라 잘보임, 연마제로 갈아야겠다!)"
배송기간은 대략 20여일이 걸렸습니다. 좀 늦어진 ...,21.03.29.,배송기간은 대략 20여일이 걸렸습니다. 좀 늦어진 배송빼고는 디자인이나 소음은 만족합니다. 구입할때에 제품사이즈를 반드시 확인해서 현관문이나 주방문으로 인입할 수 있도록 소비자도 신경을 써야 할 듯 합니다. 큰사이즈는 여러모로 주의가 필요하네요^^
예전에 사용하던 냉장고가 600리터,21.04.09.,"예전에 사용하던 냉장고가 600리터 였는데 이번에 구입한 냉장고800리터랑 크기가 비슷해 보이나 구입한 냉장고 수납공간이 어마어마한거 무슨 요술인가요
주방에 설치되어있는 냉장고를 보면 흐뭇합니다
1등급이니 전기요금 걱정안해도 되고 진즉 바꾸지 못한거 후회후회 합니다
냉장고 너무 마음에 들어요 가격도 비싸지 않고"
냉장고 고장으로 급하게 주문한건데 걱정 많이 했는데,21.07.21.,"냉장고 고장으로 급하게 주문한건데
걱정 많이 했는데 2일만에 받았어요~
배송 기사님 넘 친절하셔서 기분좋았어요~
아들이 받았는데 사진까지 찍어서 보내주시고
더운데 고생 많이 하셨고 정말 감사하드라구요^^
LG냉장고 잘 구입한것 같아요!!!"
냉장고는 좋은데요... 제가 엘지 가전을 워낙 좋아해서,21.01.21.,"냉장고는 좋은데요...
제가 엘지 가전을 워낙 좋아해서 티비부터 식세기 오븐 모든 제품 엘지 쓰고 있어요 냉장고도 3대째 엘지구요 근데 이번에 배송이 너무 늦어져서 기다리느라 힘들었어요ㅠㅠ 12월28일에 주문해서 1월19일에 받았어요 3주걸렸죠ㅋㅋ2주이내에 발송된다고 해서 산건데 이사하고도 한참 안와서 힘들었네요 그나마 겨울이라서 다행이지....지금 같은 날 주문한 인덕션은 아직도 더 기다려야되나봐요ㅠ 에어컨 식세기는 정말 빨리 왔는데ㅠ 제일 중요한 가전이 안와서 슬프네요ㅠㅠ 냉장고는 정말 좋아요 시간 여유 없으신 분들 확인하시고 주문하세요"
구매한지 일주일도 안되서 배송됐어요~ 환급신청이 끝나서 냉장고 배송이 빨라진건지는 모르겠지만ㅎㅎ 다른홈쇼핑에서 으뜸효율 환급받으려고 지난 8월초에 구매한 냉장고는 한달이 넘어가길,20.09.10.,구매한지 일주일도 안되서 배송됐어요~ 환급신청이 끝나서 냉장고 배송이 빨라진건지는 모르겠지만ㅎㅎ 다른홈쇼핑에서 으뜸효율 환급받으려고 지난 8월초에 구매한 냉장고는 한달이 넘어가길래 취소해버렸습니다. 홧병나더라구요 ㅋ 어차피 환급신청 못받을거 그냥 맘편히 2020년 출시제품이고 환급은 안되더라도 1등급~ 환경보호하자는 생각으로 추석전에는 받겠지하고 구매한건데 배송이 빨라서 좋았습니다. 어머님 선물로 드린건데 매우 만족하셨고 설치기사님들도 친절하셨다네요~
